,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.5752000331878662,0.10312972152660241,0.0028000354766845705,0.0007483409713765852,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 25}",0.7125192012288786,0.7462365591397849,0.7166090629800308,0.6548645320197045,0.7123563218390804,0.7087494143893616,0.029606622807150575,33,0.7929152710562951,0.784429078705898,0.7862948041122535,0.7270089125376422,0.7658922950427671,0.7713080722909712,0.023897197227126563
12,0.43580012321472167,0.21121206847595006,0.0043999671936035155,0.003382394472255314,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 30}",0.6150537634408602,0.7461789554531489,0.5767665130568357,0.6353448275862068,0.6011494252873564,0.6352226680438582,0.059096284284399316,87,0.6653772611867032,0.8282779029135341,0.6819762246269611,0.6414259188443633,0.6579992827798852,0.6950113180702894,0.0678960372787362
13,0.5700001239776611,0.12885646416672825,0.0027999401092529295,0.0007483154790181155,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 35}",0.6962365591397849,0.569489247311828,0.6742895545314901,0.6602627257799671,0.6945402298850575,0.6586908097066954,0.04690267217934442,70,0.7371866138537435,0.5499363582637976,0.7617659685247905,0.7772357367901503,0.7836203753792601,0.7219490105623485,0.08748246290725872
14,0.5321998596191406,0.233119286584158,0.004000043869018555,0.0021909490840150243,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 40}",0.7011712749615976,0.26827956989247315,0.634888632872504,0.6694581280788178,0.7340038314176246,0.6002650238580787,0.17057716653200639,148,0.8102566731478802,0.3097233161644993,0.7124520324714825,0.794339327634833,0.7521237828398051,0.6757790264517,0.18617787017254817
15,0.5396000385284424,0.11693528387505701,0.002200031280517578,0.0004001140736550456,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 45}",0.7209101382488479,0.7967741935483871,0.6515552995391705,0.7131773399014778,0.6929757343550447,0.7153448216460939,0.04761583320350858,27,0.7424035160496045,0.8081081587926925,0.6692108543664533,0.7723061278933047,0.8126818425290947,0.76094209992623,0.052514911614398585
16,0.4121999740600586,0.06490110441665399,0.0035999774932861327,0.001019870262789951,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 50}",0.6970430107526882,0.6377304147465438,0.5818548387096774,0.6700944170771757,0.6670498084291189,0.6506627727063627,0.03935591898292215,79,0.7863387393717789,0.6558401162236823,0.6830260032191126,0.7619245019079204,0.7110194612631138,0.7196297643971217,0.04841905416218747
17,0.5128000259399415,0.08798957188462025,0.0037998676300048826,0.0014696716816991848,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 55}",0.7615015360983103,0.7467165898617512,0.7336021505376344,0.6950944170771757,0.7034482758620689,0.7283967530865125,0.025234354994099584,13,0.8077147610824895,0.7425938418354241,0.8085579327590999,0.7552156289426086,0.7823907376825179,0.7792945804604281,0.026834219816156524
18,1.9710000038146973,1.6441639065106974,0.0026000499725341796,0.0012000322472181613,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 60}",0.6867703533026112,0.7543010752688172,0.6573540706605223,0.6938834154351395,0.7370051085568327,0.7057950304656714,0.0352261602513097,36,0.7596701351058622,0.8241118007593544,0.7678546843592691,0.7839515378646784,0.8137650227024035,0.7898706361583135,0.025200028506335615
19,0.04800004959106445,0.008485239565837676,0.0012000083923339843,0.0004000425445315194,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 2}",0.38352534562211976,0.43970814132104447,0.33064516129032273,0.3088875205254516,0.350925925925926,0.36314533772907664,0.04577998962884701,328,0.3815186245469909,0.3739638596985334,0.36841033169874526,0.3797978045514326,0.33328603082576497,0.36739533026429344,0.017668666757095386
20,0.05980005264282227,0.020711410282255108,0.001399993896484375,0.0004899792418945042,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 3}",0.3835445468509984,0.2833333333333333,0.4247503840245778,0.41034482758620694,0.25977011494252866,0.3525579720979123,0.06753222869563164,339,0.3853690108742016,0.3051960087689709,0.39082021031868225,0.4207423965079726,0.27380406380865024,0.35518633805569555,0.05585780334839289
21,0.059600019454956056,0.028359088448866563,0.0012000560760498046,0.0004001379119606201,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 4}",0.4023233486943163,0.3014976958525345,0.24973118279569903,0.24702380952380953,0.30676883780332054,0.30179646452327896,0.056490055882890126,365,0.4502273322557997,0.3960385373719886,0.26166302451381646,0.27532848621471995,0.28068772491003596,0.3327890210532721,0.0759834505140713
22,0.06759986877441407,0.012419364925834063,0.0030000686645507814,0.0020976475262676946,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 5}",0.5141129032258064,0.49333717357910906,0.44575652841781893,0.5159482758620689,0.4706896551724138,0.4880151763077236,0.02675431087398454,253,0.5189474750274466,0.47592627060408504,0.5102318211515212,0.5096962691189706,0.5070979836356774,0.5043799639075401,0.014776467834927566
23,0.11440000534057618,0.018260453315808483,0.0009999752044677734,9.536743164062499e-08,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 6}",0.3994047619047619,0.44946236559139785,0.4610215053763443,0.49511494252873567,0.3634738186462324,0.43381254337525205,0.04637455493899512,290,0.4388596876724891,0.4663827021457928,0.4718606144349408,0.4777441131958149,0.43289392926302867,0.45754820934241325,0.018154129577158916
24,0.1,0.06714169447746957,0.0010000228881835937,1.1680077279964342e-07,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 7}",0.49903993855606754,0.5042434715821813,0.253225806451613,0.31005747126436783,0.34530651340996166,0.3832097295233419,0.10209997355648866,312,0.5273310259228065,0.597347227819076,0.30275771047513206,0.3089733294357327,0.31471331285413,0.41022452130137543,0.12621580799692936
25,0.09099998474121093,0.032267607751384826,0.0013999462127685547,0.0004899208473093904,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 8}",0.3674731182795698,0.6071620583717358,0.47974270353302634,0.4767446633825944,0.4832694763729246,0.48291214154325945,0.07642084116500882,260,0.4495486087816027,0.5644345646397985,0.5423212529005806,0.5178954952957118,0.4741800933688149,0.5096760029973016,0.04244298670821848
26,0.05799994468688965,0.036655080406330844,0.0012000083923339843,0.0004000425445315194,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 9}",0.22048771121351765,0.21995007680491555,0.26102150537634417,0.49872742200328407,0.268103448275862,0.29284662512902226,0.10411126231537819,369,0.2623461570296549,0.254288363198035,0.2789691956474397,0.6173408560718343,0.2566594335655094,0.33392080110249467,0.14197195515689567
27,0.1128000259399414,0.01727890151679794,0.0017999172210693359,0.00039999486081696955,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 10}",0.5799347158218126,0.6043970814132105,0.6256912442396314,0.5380541871921182,0.5104086845466156,0.5721905760837908,0.042142684606299205,180,0.6287748404371708,0.5972793311637435,0.6512116103321995,0.5706223415698449,0.5767347297775568,0.6049245706561031,0.030793132827127766
28,0.17299995422363282,0.050624105443059605,0.001399993896484375,0.0004899792418945042,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 15}",0.5344854070660521,0.7451036866359447,0.6332181259600616,0.5743021346469622,0.65970625798212,0.6294306147180869,0.07295635828767699,90,0.5686107933670388,0.728957976769869,0.7095639679690806,0.641441159927883,0.7485189922630388,0.679418578059382,0.06611870119244734
