,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
83,0.2620800018310547,0.0,0.3914444902852161,0.39949488167035374,0.1,"(100, 25, 100)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 9}",104,0.38997695852534553,0.40987268259995535,0.3467741935483871,0.3429752066115702,0.45833333333333354,0.41803278688524603,0.35,0.3718345994935359,0.4123563218390805,0.45475913276146124,0.0333124429093702,0.0,0.04158641583912771,0.03863950053870626
84,0.2277599334716797,0.0,0.3131718808382115,0.32053559527668496,0.1,"(100, 25, 100)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 10}",149,0.43548387096774194,0.41964164747324206,0.3848694316436252,0.4330363289101827,0.2500000000000001,0.2500000000000001,0.2410714285714286,0.25,0.24999999999999997,0.25,0.036385052460375544,0.0,0.08176809186058447,0.0864918900859159
85,0.37440009117126466,0.0,0.5328979169609385,0.5590378830093016,0.1,"(100, 25, 100)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 15}",43,0.6962749615975421,0.6839835436257423,0.42741935483870974,0.4424366616989567,0.27311827956989254,0.3266532370102807,0.5901683087027915,0.5995535089015345,0.6817369093231163,0.7425624638099941,0.09411860370010733,0.0,0.16192677153100796,0.15396926596794722
86,0.2714400291442871,0.0,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 20}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.07290398959055172,0.0,0.16822598182593945,0.17394485668261542
87,0.2651998996734619,0.0031200408935546874,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 25}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.07768733846951943,0.006240081787109375,0.16822598182593945,0.17394485668261542
88,0.28080005645751954,0.0,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 30}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.07954468092102311,0.0,0.16822598182593945,0.17394485668261542
89,0.27456002235412597,0.0031199932098388674,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 35}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.07929961881360788,0.006239986419677735,0.16822598182593945,0.17394485668261542
90,0.26831998825073244,0.0,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 40}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.08099992400916499,0.0,0.16822598182593945,0.17394485668261542
91,0.26832003593444825,0.003119945526123047,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 45}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.08278299385601794,0.006239891052246094,0.16822598182593945,0.17394485668261542
92,0.28079996109008787,0.0,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 50}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.07114697988292992,0.0,0.16822598182593945,0.17394485668261542
93,0.27455997467041016,0.0,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 55}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.08231126201732018,0.0,0.16822598182593945,0.17394485668261542
94,0.27455997467041016,0.0031200408935546874,0.4291803230858779,0.42970450891488354,0.1,"(100, 25, 100)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 60}",85,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.6097350230414749,0.5732720425343377,0.4051724137931035,0.39135284261645487,0.6388888888888888,0.6838976594236256,0.0799110939690653,0.006240081787109375,0.16822598182593945,0.17394485668261542
95,0.10607991218566895,0.0,0.3005267364138332,0.29549451121132525,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 2}",190,0.24999999999999997,0.2521186440677966,0.25,0.24999999999999997,0.3876344086021507,0.36374687413170337,0.25,0.25210084033613445,0.36666666666666664,0.3595061975209916,0.036116627277622264,0.0,0.06262536431585451,0.05401871546280412
96,0.11231999397277832,0.0,0.31569349608924835,0.3412039633216938,0.01,"(50, 50)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 3}",147,0.3225806451612903,0.35606579347264883,0.3145161290322581,0.3492582305920606,0.33988095238095256,0.3618926303352534,0.2264367816091954,0.27564842410374785,0.37499999999999994,0.3631547381047581,0.02495994567871094,0.0,0.04889990091613753,0.03314553181117705
97,0.10920000076293945,0.0031200408935546874,0.32574697567223987,0.34469977621352743,0.01,"(50, 50)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 4}",138,0.24999999999999997,0.24999999999999997,0.30645161290322587,0.33323736621054056,0.26593701996927815,0.36641653462298096,0.36912972085385887,0.345744494238038,0.4416666666666666,0.42810048599607775,0.027906067626149892,0.006240081787109375,0.0704452190496471,0.05749403774613024
